PUID,sg,trawl,sewage,farms,settle
88,0,0,0,0,217
89,0.05,0,0,0,217
90,0.05,0,0,0,1.48E-02
91,0,0,0,0,1.57E-15
92,0,0,0,0,4.53E-28
93,0,0,0,0,2.35E-06
94,0.05,0,0,0,407
95,0.05,0,0,0,9.63E-02
96,0.15,0,0,0,9.59E-10
97,0.05,0,0,0,440
98,0,0,0,0,250
99,0,0,0,0,202
100,0,0,0,0,134
101,0,0,0,0,134
102,0.05,0,0,0,49
103,0,1,0,0,3.55E-02
104,0,3,0,0,4.58E-07
105,0,4,0,0,1.08E-13
106,0,8,0,0,1.98E-15
107,0,0,0,0,250
108,0,0,0,0,362
109,0,0,0,0,217
110,0.05,0,0,0,217
111,0,0,0,0,2.23E-16
112,0,0,1,0,3940
113,0,0,0,0,3940
114,0,0,0,0,3940
115,0,0,0,0,250
116,0,0,0,0,250
117,0,0,0,0,250
118,0,0,0,0,250
119,0,0,0,0,4.10E-08
120,0,0,0,0,362
121,0,0,0,0,362
122,0,0,0,0,217
123,0,0,0,0,4.49E-13
124,0,1,0,0,5.49E-40
125,0,0,0,0,5.81E-40
126,0,0,0,0,2.58E-41
127,0,0,0,0,6.93E-27
128,0,0,0,0,1.26E-14
129,0,0,0,0,2.30E-14
130,0,0,0,0,1.44E-19
131,0,0,0,0,1.32E-10
132,0,0,0,0,5.74E-04
133,0,0,0,0,7.61E-05
134,0,0,0,0,3.38E-20
135,0,0,0,0,5.44E-15
136,0,0,0,0,5.69E-10
137,0,0,0,0,123
138,0,0,0,1,362
139,0,0,0,0,362
140,0,0,0,0,362
141,0,0,0,0,362
142,0,0,0,0,167
143,0.05,0,0,0,3.32E-06
144,0.05,0,0,0,1.55E-15
145,0,0,0,0,7.36E-18
146,0,0,0,0,1.63E-18
147,0,1,0,0,1.86E-41
148,0,0,0,0,1.63E-29
149,0.05,0,0,0,5.56E-28
150,0.05,0,0,0,6.94E-30
151,0.05,0,0,0,2.49E-12
152,0.15,0,0,0,4.72E-02
153,0.15,0,0,0,2.56E-01
154,0.15,0,0,0,1.76E+00
155,0.15,0,0,0,2.01E+00
156,0,0,0,0,3940
157,0,1,0,0,2.36E-28
158,0.35,1,0,0,2.69E-18
159,0.05,1,0,0,3.01E-18
160,0,0,0,0,9.02E-23
161,0,0,0,0,3.84E-12
162,0.05,0,0,0,9522
163,0.15,0,0,0,9522
164,0.05,0,0,0,1.50E-01
165,0.05,0,0,0,9522
166,0.05,0,0,0,9522
167,0,0,0,0,9522
168,0,0,0,0,8.20E-02
169,0,0,0,0,263
170,0,0,0,0,263
171,0,0,0,0,263
172,0,0,0,0,362
173,0,0,0,0,167
174,0,0,0,0,167
175,0.05,0,0,0,4.60E-03
176,0,0,0,0,8.88E-25
177,0.05,0,0,0,6.67E-08
178,0.05,0,0,0,4.93E-12
179,0,0,0,0,9.95E-28
180,0,2,0,0,6.65E-49
181,0,1,0,0,9.58E-34
182,0,1,0,0,1.51E-15
183,0.35,0,0,0,1.17E+03
184,0.15,0,0,0,9522
185,0.05,0,0,0,4.67E-01
186,0.05,0,0,0,9522
187,0.15,0,0,0,9522
188,0,0,0,0,9522
189,0,0,0,0,9522
190,0,0,1,0,9522
191,0,0,0,0,9522
192,0,0,0,0,9522
193,0,0,0,1,739
194,0,0,0,0,263
195,0,0,0,0,263
196,0.05,0,0,0,3.46E-60
197,0.05,0,0,0,2.59E-41
198,0.35,0,0,0,8.78E-27
199,0.35,0,0,0,2.82E-21
200,0.35,0,0,0,6.00E-04
201,0,0,0,0,327
202,0,6,0,0,433
203,0,14,0,0,4.02E-14
204,0,32,0,0,7.75E-36
205,0,0,0,0,435
206,0.05,0,0,0,435
207,0,0,0,0,956
208,0.05,0,0,0,956
209,0,0,0,0,956
210,0.05,0,0,0,956
211,0.05,2,0,0,1.43E-02
212,0,0,0,0,2.91E-12
213,0.15,0,0,0,1.12E-04
214,0.15,0,0,0,384
215,0,0,0,0,384
216,0,0,0,0,264
217,0.05,0,0,0,264
218,0.05,0,0,0,1.68E-06
219,0.05,0,0,0,5.71E-12
220,0,0,0,0,1.59E-20
221,0,1,0,0,8.80E-05
222,0,12,0,0,6.37E-15
223,0,12,0,0,1.15E-17
224,0.15,0,0,0,2.08E-40
225,0.35,0,0,0,1.08E-18
226,0.35,0,0,0,674
227,0,0,0,0,674
228,0,0,0,0,812
229,0,0,0,0,447
230,0,0,0,0,447
231,0.05,0,0,0,447
232,0.05,0,0,0,447
233,0,0,0,0,3.59E-06
234,0,23,0,0,2.30E-19
235,0,20,0,0,3.50E-09
236,0,4,0,0,5.95E+00
237,0.05,0,0,0,203
238,0,0,0,0,203
239,0,0,1,0,617
240,0,0,0,0,49
241,0,0,0,0,49
242,0,0,0,0,261
243,0.05,0,0,0,261
244,0.05,3,0,0,261
245,0.05,3,0,0,68.91794278
246,0,5,0,0,8.34E-08
247,0.15,2,0,0,2.41E-30
248,0.35,2,0,0,3.10E-20
249,0.35,0,0,0,4.73E-03
250,0.15,0,0,0,9522
251,0,0,0,0,9522
252,0.15,0,0,0,9522
253,0.15,0,0,0,9522
254,0,0,0,0,9522
255,0,0,0,0,812
256,0,0,0,0,739
257,0,0,0,0,739
258,0,0,0,0,739
259,0,0,0,0,202
260,0.05,0,0,0,202
261,0.05,0,0,0,3.71E-15
262,0.15,2,0,0,1.58E-40
263,0.35,2,0,0,6.16E-19
264,0.35,0,0,0,2.39E+00
265,0.15,0,0,0,9522
266,0,0,0,0,9522
267,0,0,0,0,812
268,0,0,0,0,812
269,0,0,0,0,812
270,0,0,0,0,202
271,0.05,0,0,0,370.1804593
272,0,0,0,0,5.57E-16
273,0,0,0,0,4.55E-40
274,0,0,0,0,1.67E-38
275,0,0,0,0,2.09E-32
276,0,0,0,0,414
277,0.05,0,0,0,3.67E-01
278,0,0,0,0,2.26E-09
279,0.05,0,0,0,1.76E-22
280,0.05,0,0,0,2.60E-21
281,0,0,0,0,1.08E-10
282,0,0,0,0,4.96E-10
283,0,0,0,0,2.70E-13
284,0.15,1,0,0,2.48E-36
285,0.35,0,0,0,2.17E-19
286,0.35,0,0,0,7.07E+01
287,0,0,0,0,674
288,0,0,0,0,414
289,0.05,0,0,0,3.80E+00
290,0.05,0,0,0,6.19E-04
291,0.05,0,0,0,1.47E-10
292,0.05,0,0,0,122
293,0.05,0,0,0,122
294,0.05,0,0,0,7.32E-08
295,0,0,0,0,5.86E-15
296,0,0,0,0,3.13E-13
297,0,0,0,0,9.51E-11
298,0,0,0,0,1.87E-04
299,0,0,0,0,2.38E-05
300,0,0,0,0,1.75E-09
301,0,0,0,0,8.91E-14
302,0,0,0,0,1.60E-09
303,0,0,0,0,5.50E-12
304,0,0,0,0,1.31E-51
305,0,0,0,0,1.52E-61
306,0,1,0,0,6.15E-42
307,0.15,0,0,0,2.34E-22
308,0.15,0,0,0,8.65E-06
309,0.15,0,0,0,493
310,0,0,0,0,493
311,0,0,0,0,414
312,0,0,0,0,414
313,0.05,0,0,0,1.61E+01
314,0.05,0,0,0,1.67E+01
315,0.05,0,0,0,122
316,0,0,0,0,122
317,0.05,0,0,0,133
318,0.05,0,0,0,150
319,0.05,0,0,0,150
320,0.05,0,0,0,306
321,0.05,0,0,0,306
322,0.05,0,0,0,306
323,0.05,0,0,0,209
324,0.05,0,0,0,209
325,0.05,0,0,0,209
326,0.05,0,0,0,209
327,0,0,0,0,2.16E-15
328,0,0,0,0,58.14403087
329,0,0,0,0,58.35534629
330,0,0,0,0,4.91E-06
331,0,0,0,0,1.60E+00
332,0,0,0,0,4.41E-03
333,0,0,0,0,8.00E-11
334,0,1,0,0,3.13E-14
335,0,1,0,0,1.31E-23
336,0,0,0,0,3.57E-26
337,0,0,0,0,4.37E-32
338,0,0,0,0,2.00E-41
339,0,4,0,0,9.74E-54
340,0.05,0,0,0,4.82E-36
341,0.15,0,0,0,1.07E-15
342,0.15,0,0,0,471
343,0,0,0,0,493
344,0.05,0,0,0,209
345,0,2,0,0,8.38E-13
346,0,12,0,0,2.19E-11
347,0,11,0,0,61.60189036
348,0.05,3,0,0,203
349,0,0,0,0,203
350,0,0,0,0,203
351,0,0,0,0,203
352,0,1,0,0,203
353,0,1,0,0,203
354,0,0,0,0,203
355,0.05,0,0,0,203
356,0,0,0,0,203
357,0,0,0,0,134
358,0,0,0,0,134
359,0.05,0,0,0,134
360,0,0,0,0,1.34E-05
361,0,0,0,0,1.24E-14
362,0,0,0,0,122
363,0,0,0,0,122
364,0,0,0,0,133
365,0.05,0,0,0,133
366,0,0,0,0,133
367,0,0,0,0,150
368,0,0,0,0,306
369,0,0,0,0,209
370,0.05,0,0,0,209
371,0,0,0,0,4.46E-15
372,0,2,0,0,184.5704031
373,0,2,0,0,203
374,0.05,0,0,0,203
375,0,0,0,0,203
376,0,0,0,0,203
377,0.05,0,0,0,203
378,0.05,1,0,0,203
379,0.05,1,0,0,6.25E-02
380,0.05,1,0,0,6.14E-06
381,0.05,1,0,0,2.37E-07
382,0.05,1,0,0,3.19E-06
383,0,0,0,0,2.38E-07
384,0.05,0,0,0,1.02E-05
385,0.05,0,0,0,2.68E-04
386,0.05,0,0,0,1.79E-04
387,0.05,0,0,0,1.23E-13
388,0,0,0,0,2.99E-23
389,0,4,0,0,2.94E-34
390,0.05,0,0,0,1.03E-54
391,0.15,0,0,0,5.36E-33
392,0.35,0,0,0,2.78E-11
393,0.15,0,0,0,471
394,0,0,0,0,471
395,0.05,0,0,0,7.73E-55
396,0.15,0,0,0,3.35E-33
397,0.35,0,0,0,8.18E-12
398,0.15,0,0,0,1.33E+00
399,0,0,0,0,327
400,0,0,0,0,327
401,0,0,0,0,209
402,0.05,0,0,0,182.5807195
403,0,10,0,0,1.52E-15
404,0,18,0,0,5.20E-16
405,0,10,0,0,4.94E-08
406,0.05,7,0,0,203
407,0,0,0,0,203
408,0,0,0,0,203
409,0,12,0,0,1.48E-14
410,0,0,0,0,8.30E-72
411,0.05,0,0,0,8.55E-57
412,0.05,0,0,0,4.34E-47
413,0.05,0,0,0,7.01E-28
414,0.35,0,0,0,1.56E-09
415,0.05,0,0,0,327
416,0,0,0,0,197
417,0,0,0,0,635
418,0,0,0,0,83
419,0,0,0,0,150
420,0,0,0,0,150
421,0.05,0,0,0,447
422,0.05,0,0,0,6.64E+01
423,0,0,0,0,5.01E-03
424,0,0,0,0,8.58E-10
425,0,0,0,0,8.37E-10
426,0,0,0,0,2.25E-20
427,0,6,0,0,1.61E-18
428,0,0,0,0,2.14E-12
429,0.15,0,0,0,2.97E-04
430,0.15,0,0,0,617
431,0.05,0,0,0,617
432,0,0,0,0,261
433,0,0,0,0,261
434,0.05,1,0,0,261
435,0,3,0,0,1.10E+01
436,0,6,0,0,2.77E-12
437,0,0,0,0,4.05E-08
438,0.05,1,0,0,2.45E-75
439,0.05,0,0,0,5.07E-57
440,0.05,0,0,0,3.11E-40
441,0.05,0,0,0,1.69E-22
442,0,0,0,0,1.73E-07
443,0,0,0,0,197
444,0,0,0,0,635
445,0.15,0,0,0,635
446,0,0,0,1,83
447,0.05,0,0,0,2.79E+00
448,0,0,0,0,8.23E-07
449,0,0,0,0,1.82E-13
450,0,0,0,0,1.47E-18
451,0,0,0,0,5.14E-16
452,0,0,0,0,1.08E-06
453,0,0,0,0,6.01E-05
454,0,0,0,0,1.89E-05
455,0,8,0,0,3.89E-06
456,0,0,0,0,6.90E+00
457,0.15,0,0,0,237
458,0.05,0,0,0,431
459,0.05,0,0,0,617
460,0,0,0,0,66
461,0.05,0,0,0,66
462,0,9,0,0,9.73E-14
463,0.05,0,0,0,221
464,0.05,0,0,0,151.3027356
465,0.05,0,0,0,217.3986362
466,0.05,0,0,0,221
467,0.05,0,0,0,956
468,0.05,0,0,0,956
469,0.05,0,0,0,7.89E-77
470,0.05,0,0,0,6.99E-59
471,0.35,0,0,0,3.81E-43
472,0.35,0,0,0,3.34E-22
473,0.15,0,0,0,2.24E-02
474,0.15,0,0,0,728
475,0,0,0,0,728
476,0.05,0,0,0,1223
477,0.05,0,0,0,9.96E-03
478,0,0,0,0,2.43E-10
479,0,0,0,0,7.81E-11
480,0,0,0,0,48.16648336
481,0.05,0,0,0,56
482,0,0,0,0,56
483,0,0,0,0,56
484,0,0,0,0,260
485,0,0,0,0,2.78E-33
486,0,0,0,0,1.95E-15
487,0,0,0,0,2.19E-08
488,0,0,0,0,2.69E-08
489,0,0,0,0,1.31E-15
490,0,0,0,0,5.63E-19
491,0.05,7,0,0,1.20E+02
492,0,0,0,0,698
493,0,0,0,0,1079
494,0.05,3,0,0,1079
495,0.15,7,0,0,3.05E-15
496,0.05,13,0,0,5.89E-37
497,0,58,0,0,1.14E-58
498,0,0,0,0,3.53E-15
499,0,0,0,0,4.59E-11
500,0.05,0,0,0,4.59E-11
501,0.35,0,0,0,1.25E-04
502,0.35,0,0,0,680
503,0.35,0,0,0,4.62E-01
504,0.35,0,0,0,1.81E-14
505,0.05,0,0,0,5.97E-03
506,0,0,0,0,1442
507,0,0,0,0,901
508,0.05,0,0,0,9.28E+01
509,0,0,0,0,3.85E-02
510,0,1,0,0,1.65E-107
511,0.05,1,0,0,1.04E-74
512,0.15,1,0,0,1.30E-57
513,0.15,0,0,0,1.15E-41
514,0.05,0,0,0,3.23E-28
515,0,0,0,0,1.58E-06
516,0,0,0,0,197
517,0,0,0,0,342
518,0.15,0,0,0,635
519,0.15,0,0,0,635
520,0.15,0,0,0,3.30E-01
521,0.15,0,0,0,635
522,0,0,0,0,56
523,0,0,0,0,126
524,0,0,0,0,126
525,0.05,0,0,0,41
526,0.05,0,0,0,52
527,0.05,0,0,0,83
528,0.05,0,0,0,1.74E-01
529,0,0,0,0,1.30E-15
530,0,0,0,0,9.34E-16
531,0,0,0,0,1.40E-06
532,0,0,0,0,42
533,0.05,0,0,0,42
534,0,0,0,0,42
535,0.05,0,0,0,42
536,0,1,0,0,3.13E-04
537,0,13,0,0,1.78E-15
538,0,4,0,0,327
539,0.05,2,0,0,327
540,0,0,0,0,327
541,0,0,0,0,66
542,0,0,0,0,221
543,0.05,0,0,0,221
544,0,0,0,0,221
545,0,0,0,0,221
546,0,0,0,0,221
547,0,0,0,0,956
548,0,0,0,0,956
549,0.05,0,0,0,956
550,0.05,0,0,0,956
551,0,0,0,0,8.82E-05
552,0,1,0,0,2.00E-97
553,0.15,0,0,0,3.00E-44
554,0.15,0,0,0,7.94E-28
555,0,0,0,0,1.11E-11
556,0,0,0,0,64.51423991
557,0,0,0,0,728
558,0.05,0,0,0,342
559,0.15,0,0,0,100.1798777
560,0.05,0,0,0,1.45E-08
561,0.05,0,0,0,1.08E-17
562,0,0,0,0,1.07E-22
563,0.05,0,0,0,1.99E-06
564,0,0,0,0,56
565,0.05,0,0,0,56
566,0.05,0,0,0,56
567,0.05,0,0,0,56
568,0.05,0,0,0,32.80986868
569,0.05,0,0,0,8.81E-03
570,0,0,0,0,2.09E-07
571,0,0,0,0,7.70E-12
572,0,0,0,0,1.32E-15
573,0,0,0,0,4.34E-22
574,0,0,0,0,8.38E-14
575,0,0,0,0,8.32E-12
576,0,0,0,0,4.84E-04
577,0.05,0,0,0,325
578,0,0,0,0,42
579,0,0,0,0,42
580,0,0,0,0,260
581,0.05,0,0,0,9.38E-04
582,0,18,0,0,6.78E-06
583,0,9,0,0,327
584,0.05,2,0,0,327
585,0.05,0,0,0,327
586,0,0,0,0,989
587,0,0,0,0,433
588,0.05,5,0,0,433
589,0,5,0,0,433
590,0,15,0,0,1.77E-10
591,0,22,0,0,2.45E-20
592,0,0,0,0,367
593,0,0,0,0,221
594,0,0,0,0,956
595,0.05,0,0,0,956
596,0,0,0,0,3.37E-03
597,0.05,0,0,0,3.90E-49
598,0.15,0,0,0,3.01E-29
599,0.15,0,0,0,4.56E-14
600,0.05,0,0,0,160
601,0,0,0,0,160
602,0,0,0,0,728
603,0,0,0,0,1223
604,0.15,0,0,0,1.61E-02
605,0,0,0,0,3.74E-18
606,0,0,0,0,2.13E-14
607,0,0,0,0,1.53E-12
608,0,0,0,0,2.19E-13
609,0,0,0,0,1.45E-18
610,0,0,0,0,9.46E-20
611,0,0,0,0,5.75E-16
612,0,0,0,0,4.42E-08
613,0,0,0,0,3.73E-01
614,0.05,0,0,0,56
615,0.05,0,0,0,56
616,0.05,0,0,0,325
617,0.05,0,0,0,325
618,0,0,0,0,260
619,0.05,0,0,0,260
620,0,0,0,0,2.88E-08
621,0,0,0,0,7.59E-02
622,0,7,0,0,5.02E-03
623,0,8,0,0,2.61E-15
624,0,6,0,0,327
625,0.05,0,0,0,327
626,0,0,0,0,327
627,0,0,0,0,327
628,0,0,0,0,433
629,0,7,0,0,433
630,0,18,0,0,1.05E-01
631,0,31,0,0,3.60E-20
632,0.05,0,0,0,220
633,0,0,0,0,220
634,0,0,0,0,956
635,0.05,0,0,0,956
636,0,0,0,0,6.69E-05
637,0,0,0,0,260
638,0.05,0,0,0,260
639,0.05,0,0,0,260
640,0.05,0,0,0,260
641,0,0,0,0,1.44E-13
642,0,6,0,0,194
643,0,0,0,0,194
644,0.05,0,0,0,2.50E-02
645,0.05,0,0,0,194
646,0,0,0,0,194
647,0,0,0,0,2.96E+01
648,0.05,0,0,0,220
649,0.05,0,0,0,2.14E+01
650,0.05,0,0,0,220
651,0,0,0,0,956
652,0.05,0,0,0,956
653,0,0,0,0,1.15E-10
654,0,1,0,0,8.85E-59
655,0.05,0,0,0,1.51E-46
656,0.35,0,0,0,1.93E-28
657,0.35,0,0,0,1.85E-12
658,0.15,0,0,0,728
659,0,0,0,0,728
660,0.05,0,0,0,1223
661,0.05,0,0,0,1223
662,0,0,0,0,1.42E-06
663,0,0,0,0,2.33E-16
664,0,0,0,0,2.17E+00
665,0,0,0,0,1826
666,0,0,0,0,1826
667,0.05,0,0,0,56
668,0.05,0,0,0,56
669,0,0,0,0,56
670,0,0,0,0,260
671,0,0,0,0,260
672,0,0,0,0,260
673,0.05,0,0,0,260
674,0,0,0,0,9.80E-14
675,0,16,0,0,7.94E-17
676,0,6,0,0,2.25E-16
677,0,1,0,0,4.19E-09
678,0.05,0,0,0,194
679,0,0,0,0,194
680,0,6,0,0,433
681,0,12,0,0,2.05E-14
682,0,34,0,0,9.25E-29
683,0,0,0,0,1.13E-05
684,0.05,0,0,0,220
685,0.05,0,0,0,220
686,0,0,0,0,220
687,0,0,0,0,220
688,0,0,0,0,956
689,0.05,0,0,0,956
690,0.05,1,0,0,2.39E-42
691,0.05,1,0,0,9.20E-29
692,0.35,0,0,0,4.79E-16
693,0.15,0,0,0,2.88E+01
694,0.15,0,0,0,262
695,0,0,0,0,728
696,0,0,0,0,1223
697,0,0,0,0,1223
698,0,0,1,0,1223
699,0.05,0,0,0,1.69E-01
700,0,0,0,0,1.46E-11
701,0,0,0,0,6.29E-09
702,0,0,0,0,3.65E-07
703,0,0,0,0,1826
704,0,0,0,0,1826
705,0,0,0,0,1826
706,0,0,0,0,50
707,0,0,0,0,50
708,0,0,0,0,171
709,0.05,0,0,0,260
710,0.05,0,0,0,260
711,0.05,0,0,0,260
712,0.05,0,0,0,260
713,0,0,0,0,1.74E-05
714,0,9,0,0,8.23E-31
715,0,2,0,0,4.27E-09
716,0.05,1,0,0,194
717,0,0,0,0,194
718,0,1,0,0,7548
719,0,7,0,0,1.65E-02
720,0,18,0,0,3.16E-08
721,0,17,0,0,1.52E-21
722,0,0,0,0,435
723,0.05,0,0,0,435
724,0.05,0,0,0,435
725,0.05,0,0,0,220
726,0,0,0,0,956
727,0.05,0,0,0,1.29E-01
728,0.05,1,0,0,3.31E-30
729,0.35,0,0,0,5.16E-12
730,0.35,0,0,0,1.85E+01
731,0.15,0,0,0,262
732,0,0,0,0,262
733,0.05,0,0,0,1223
734,0.05,0,0,0,2.36E+01
735,0,0,0,0,3.19E-07
736,0,0,0,0,2.86E-10
737,0,0,0,0,4.56E+01
738,0.05,0,0,0,354
739,0,0,0,0,354
740,0.05,0,0,0,1826
741,0.05,0,0,0,1826
742,0.05,0,0,0,1826
743,0.05,0,0,0,2.88E-01
744,0.05,0,0,0,50
745,0,0,0,0,50
746,0,0,0,0,50
747,0,0,0,0,171
748,0.05,0,0,0,171
749,0.05,0,0,0,2.12E-03
750,0,2,0,0,6.07E-12
751,0,0,0,0,8.96E-04
752,0.05,0,0,0,3.72E-04
753,0,5,0,0,1.15E-18
754,0,7,0,0,2.08E-13
755,0.05,6,0,0,194
756,0,1,0,0,194
757,0,0,0,0,226
758,0,0,0,0,181
759,0,0,0,0,7548
760,0,0,0,0,7548
761,0,0,0,0,7548
762,0,4,0,0,3.16E-15
763,0,0,0,0,6.09E-37
764,0,0,0,0,435
765,0.05,0,0,0,435
766,0,0,0,0,435
767,0,0,0,0,435
768,0,0,0,0,220
769,0.05,0,0,0,956
770,0,0,0,0,1.82E-17
771,0,0,0,0,3.18E-65
772,0,0,0,0,1.90E-44
773,0.05,0,0,0,1.36E-23
774,0.35,0,0,0,6.03E-03
775,0.15,0,0,0,262
776,0,0,0,0,262
777,0,0,0,0,443
778,0,0,0,0,1223
779,0.05,2,0,0,9.46E-02
780,0,0,0,0,7.89E-18
781,0,0,0,0,2.66E-13
782,0,0,0,0,354
783,0,0,0,0,354
784,0,0,0,0,354
785,0.05,0,0,0,1826
786,0.05,0,0,0,1826
787,0.05,0,0,0,4.91E-07
788,0.05,0,0,0,50
789,0.05,0,0,0,171
790,0,0,0,0,171
791,0,0,0,0,171
792,0,0,0,0,171
793,0.05,0,0,0,171
794,0,0,0,0,171
795,0,2,0,0,1.56E-04
796,0,14,0,0,1826
797,0,5,0,0,1826
798,0,2,0,0,1826
799,0,3,0,0,3.10E+02
800,0,3,0,0,3.34E-11
801,0,9,0,0,4.20E-09
802,0.05,3,0,0,1.59E+01
803,0,1,0,0,226
804,0.05,0,0,0,226
805,0,0,0,0,226
806,0,0,0,0,539
807,0,0,0,0,539
808,0,0,0,0,7548
809,0,0,0,0,7548
810,0,0,0,0,7548
811,0,0,0,0,2.99E-15
812,0,0,0,0,5.94E-37
813,0.05,0,0,0,7.65E-60
814,0.05,0,0,0,1.65E-38
815,0.35,0,0,0,2.68E-17
816,0.15,0,0,0,159
817,0,0,0,0,170
818,0,0,0,0,545
819,0,1,0,0,443
820,0,1,0,0,443
821,0.05,5,0,0,4.73E-02
822,0,15,0,0,2.67E-08
823,0,23,0,0,2.61E-14
824,0,0,0,0,1.41E-01
825,0.05,0,0,0,354
826,0,0,0,0,354
827,0,0,0,0,1826
828,0,0,0,0,1826
829,0,0,0,0,1826
830,0.05,0,0,0,1.02E-05
831,0,0,0,0,1.88E-15
832,0,0,0,0,1.95E-05
833,0,0,0,0,1.01E+01
834,0.05,0,0,0,171
835,0.05,0,0,0,171
836,0,4,0,0,1.18E+00
837,0,7,0,0,1.69E-10
838,0,25,0,0,3.28E-06
839,0,0,0,0,1826
840,0,0,0,0,1826
841,0,0,0,0,1826
842,0,0,0,0,1826
843,0,0,0,0,3.98E-07
844,0,17,0,0,4.27E-06
845,0.05,0,0,0,226
846,0,0,0,0,226
847,0,0,0,0,226
848,0,0,0,0,539
849,0,0,0,0,539
850,0,0,0,0,539
851,0,0,0,0,539
852,0,0,0,0,419
853,0,0,0,0,7548
854,0,0,0,0,7548
855,0,0,0,0,3.12E-02
856,0,0,0,0,2.23E-22
857,0,0,0,0,6.82E-43
858,0,0,0,0,4.83E-03
859,0.15,0,0,0,435
860,0,0,0,0,435
861,0,0,0,0,475
862,0.05,0,0,0,475
863,0.05,0,0,0,4.18E-01
864,0.05,0,0,0,6.06E-12
865,0.05,0,0,0,4.17E-10
866,0,0,0,0,7.27E-77
867,0.05,0,0,0,1.78E-55
868,0.35,2,0,0,1.77E-34
869,0.35,0,0,0,5.83E-15
870,0.15,0,0,0,159
871,0,0,0,0,170
872,0,0,0,0,545
873,0.05,4,0,0,545
874,0.05,5,0,0,1.83E-06
875,0,18,0,0,1.81E-06
876,0,36,0,0,1.37E-18
877,0,5,0,0,354
878,0,0,0,0,354
879,0,0,0,0,1826
880,0,0,0,0,1826
881,0.05,0,0,0,1826
882,0,0,0,0,4.44E+00
883,0,3,0,0,8.56E-22
884,0,6,0,0,3.70E-12
885,0,2,0,0,1.73E-12
886,0,11,0,0,2.28E-22
887,0,16,0,0,5.29E-06
888,0,0,0,0,1826
889,0,0,0,0,1826
890,0,0,0,0,1826
891,0,0,0,0,1826
892,0,4,0,0,5.82E-08
893,0.05,1,0,0,226
894,0,0,0,0,226
895,0,0,0,0,226
896,0,0,1,0,226
897,0,0,0,0,226
898,0.05,0,0,0,539
899,0,0,0,0,539
900,0,0,0,0,539
901,0,0,0,0,505
902,0,0,0,0,505
903,0,0,0,0,419
904,0,0,0,0,685
905,0,0,0,0,933
906,0,0,0,0,933
907,0,0,0,0,933
908,0,0,0,0,442
909,0,0,0,0,442
910,0,0,0,0,7548
911,0,0,1,0,7548
912,0,0,0,0,7548
913,0,0,0,0,4.02E+02
914,0,0,0,0,368
915,0,0,0,0,2.21E-05
916,0,0,0,0,2.97E-21
917,0,0,0,0,6.86E-38
918,0,0,0,0,8.26E-16
919,0.15,0,0,0,384
