PUID,sg,trawl,sewage,farms,settle
280,0.05,0,0,0,5.55E-44
281,0,0,0,0,9.61E-23
282,0,0,0,0,2.02E-21
283,0,0,0,0,5.96E-28
284,0.15,1,0,0,1.24E-74
285,0.35,0,0,0,7.01E-41
286,0.35,0,0,0,7.420230423
287,0,0,0,0,674
288,0,0,0,0,414
289,0.05,0,0,0,0.03491691
290,0.05,0,0,0,9.26E-10
291,0.05,0,0,0,1.78E-22
292,0.05,0,0,0,122
293,0.05,0,0,0,122
294,0.05,0,0,0,4.40E-17
295,0,0,0,0,2.29E-31
296,0,0,0,0,6.54E-28
297,0,0,0,0,2.96E-23
298,0,0,0,0,1.14E-10
299,0,0,0,0,1.86E-12
300,0,0,0,0,1.00E-20
301,0,0,0,0,3.80E-29
302,0,0,0,0,1.22E-20
303,0,0,0,0,1.45E-25
304,0,0,0,0,1.29E-104
305,0,0,0,0,1.71E-124
306,0,1,0,0,8.03E-86
307,0.15,0,0,0,1.16E-46
308,0.15,0,0,0,1.59E-13
309,0.15,0,0,0,493
310,0,0,0,0,493
311,0,0,0,0,414
312,0,0,0,0,414
313,0.05,0,0,0,0.625521087
314,0.05,0,0,0,2.286532492
315,0.05,0,0,0,122
316,0,0,0,0,122
317,0.05,0,0,0,133
318,0.05,0,0,0,150
319,0.05,0,0,0,150
320,0.05,0,0,0,306
321,0.05,0,0,0,306
322,0.05,0,0,0,306
323,0.05,0,0,0,209
324,0.05,0,0,0,209
325,0.05,0,0,0,209
326,0.05,0,0,0,209
327,0,0,0,0,2.22E-32
328,0,0,0,0,16.65383412
329,0,0,0,0,16.77510562
330,0,0,0,0,1.19E-13
331,0,0,0,0,0.012635765
332,0,0,0,0,9.58E-08
333,0,0,0,0,3.16E-23
334,0,1,0,0,4.82E-30
335,0,1,0,0,8.42E-49
336,0,0,0,0,9.53E-54
337,0,0,0,0,1.42E-65
338,0,0,0,0,3.00E-84
339,0,4,0,0,7.08E-109
340,0.05,0,0,0,4.93E-74
341,0.15,0,0,0,2.42E-33
342,0.15,0,0,0,471
343,0,0,0,0,493
344,0.05,0,0,0,209
345,0,2,0,0,3.36E-27
346,0,12,0,0,2.36E-24
347,0,11,0,0,18.69356107
348,0.05,3,0,0,203
349,0,0,0,0,203
350,0,0,0,0,203
351,0,0,0,0,203
352,0,1,0,0,203
353,0,1,0,0,203
354,0,0,0,0,203
355,0.05,0,0,0,203
356,0,0,0,0,203
357,0,0,0,0,134
358,0,0,0,0,134
359,0.05,0,0,0,134
360,0,0,0,0,1.34E-12
361,0,0,0,0,3.16E-30
362,0,0,0,0,122
363,0,0,0,0,122
364,0,0,0,0,133
365,0.05,0,0,0,133
366,0,0,0,0,133
367,0,0,0,0,150
368,0,0,0,0,306
369,0,0,0,0,209
370,0.05,0,0,0,209
371,0,0,0,0,9.53E-32
372,0,2,0,0,167.813959
373,0,2,0,0,203
374,0.05,0,0,0,203
375,0,0,0,0,203
376,0,0,0,0,203
377,0.05,0,0,0,203
378,0.05,1,0,0,203
379,0.05,1,0,0,1.92E-05
380,0.05,1,0,0,1.86E-13
381,0.05,1,0,0,2.76E-16
382,0.05,1,0,0,5.01E-14
383,0,0,0,0,2.78E-16
384,0.05,0,0,0,5.09E-13
385,0.05,0,0,0,5.37E-10
386,0.05,0,0,0,2.38E-10
387,0.05,0,0,0,1.12E-28
388,0,0,0,0,6.67E-48
389,0,4,0,0,1.76E-69
390,0.05,0,0,0,2.27E-111
391,0.15,0,0,0,6.11E-68
392,0.35,0,0,0,1.64E-24
393,0.15,0,0,0,471
394,0,0,0,0,471
395,0.05,0,0,0,1.27E-111
396,0.15,0,0,0,2.38E-68
397,0.35,0,0,0,1.42E-25
398,0.15,0,0,0,0.003741808
399,0,0,0,0,327
400,0,0,0,0,327
401,0,0,0,0,209
402,0.05,0,0,0,159.5010486
403,0,10,0,0,1.11E-32
404,0,18,0,0,1.33E-33
405,0,10,0,0,1.20E-17
406,0.05,7,0,0,203
407,0,0,0,0,203
408,0,0,0,0,203
409,0,12,0,0,8.38E-31
410,0,0,0,0,1.46E-145
411,0.05,0,0,0,1.55E-115
412,0.05,0,0,0,4.00E-96
413,0.05,0,0,0,1.50E-57
414,0.35,0,0,0,7.45E-21
415,0.05,0,0,0,327
416,0,0,0,0,197
417,0,0,0,0,635
418,0,0,0,0,83
419,0,0,0,0,150
420,0,0,0,0,150
421,0.05,0,0,0,447
422,0.05,0,0,0,9.870483516
423,0,0,0,0,5.61E-08
424,0,0,0,0,1.65E-21
425,0,0,0,0,1.57E-21
426,0,0,0,0,1.14E-42
427,0,6,0,0,1.28E-38
428,0,0,0,0,2.27E-26
429,0.15,0,0,0,4.34E-10
430,0.15,0,0,0,617
431,0.05,0,0,0,617
432,0,0,0,0,261
433,0,0,0,0,261
434,0.05,1,0,0,261
435,0,3,0,0,0.459672088
436,0,6,0,0,2.93E-26
437,0,0,0,0,7.43E-18
438,0.05,1,0,0,1.28E-152
439,0.05,0,0,0,7.87E-116
440,0.05,0,0,0,2.96E-82
441,0.05,0,0,0,8.73E-47
442,0,0,0,0,9.12E-17
443,0,0,0,0,197
444,0,0,0,0,635
445,0.15,0,0,0,635
446,0,0,0,1,83
447,0.05,0,0,0,0.093594899
448,0,0,0,0,4.52E-15
449,0,0,0,0,2.20E-28
450,0,0,0,0,4.81E-39
451,0,0,0,0,6.30E-33
452,0,0,0,0,2.79E-14
453,0,0,0,0,8.61E-11
454,0,0,0,0,8.46E-12
455,0,8,0,0,6.38E-14
456,0,0,0,0,0.200662491
457,0.15,0,0,0,237
458,0.05,0,0,0,431
459,0.05,0,0,0,617
460,0,0,0,0,66
461,0.05,0,0,0,66
462,0,9,0,0,1.43E-28
463,0.05,0,0,0,221
464,0.05,0,0,0,103.5860534
465,0.05,0,0,0,213.8559594
466,0.05,0,0,0,221
467,0.05,0,0,0,956
468,0.05,0,0,0,956
469,0.05,0,0,0,2.37E-155
470,0.05,0,0,0,1.87E-119
471,0.35,0,0,0,5.55E-88
472,0.35,0,0,0,1.54E-46
473,0.15,0,0,0,6.87E-07
474,0.15,0,0,0,728
475,0,0,0,0,728
476,0.05,0,0,0,1223
477,0.05,0,0,0,8.12E-08
478,0,0,0,0,4.82E-23
479,0,0,0,0,1.09E-22
480,0,0,0,0,41.42875213
481,0.05,0,0,0,56
482,0,0,0,0,56
483,0,0,0,0,56
484,0,0,0,0,260
485,0,0,0,0,6.89E-70
486,0,0,0,0,3.37E-34
487,0,0,0,0,4.27E-20
488,0,0,0,0,6.45E-20
489,0,0,0,0,1.53E-34
490,0,0,0,0,2.82E-41
491,0.05,7,0,0,20.79033239
492,0,0,0,0,698
493,0,0,0,0,1079
494,0.05,3,0,0,1079
495,0.15,7,0,0,8.63E-33
496,0.05,13,0,0,3.21E-76
497,0,58,0,0,1.19E-119
498,0,0,0,0,1.83E-32
499,0,0,0,0,3.09E-24
500,0.05,0,0,0,3.10E-24
501,0.35,0,0,0,2.31E-11
502,0.35,0,0,0,680
503,0.35,0,0,0,0.00031449
504,0.35,0,0,0,2.75E-31
505,0.05,0,0,0,3.01E-08
506,0,0,0,0,1442
507,0,0,0,0,901
508,0.05,0,0,0,9.016605321
509,0,0,0,0,1.55E-06
510,0,1,0,0,3.73E-217
511,0.05,1,0,0,1.48E-151
512,0.15,1,0,0,1.06E-116
513,0.15,0,0,0,8.30E-85
514,0.05,0,0,0,6.51E-58
515,0,0,0,0,3.42E-15
516,0,0,0,0,197
517,0,0,0,0,342
518,0.15,0,0,0,635
519,0.15,0,0,0,635
520,0.15,0,0,0,0.000171046
521,0.15,0,0,0,635
522,0,0,0,0,56
523,0,0,0,0,126
524,0,0,0,0,126
525,0.05,0,0,0,41
526,0.05,0,0,0,52
527,0.05,0,0,0,83
528,0.05,0,0,0,0.000363264
529,0,0,0,0,2.05E-32
530,0,0,0,0,2.69E-33
531,0,0,0,0,6.00E-15
532,0,0,0,0,42
533,0.05,0,0,0,42
534,0,0,0,0,42
535,0.05,0,0,0,42
536,0,1,0,0,2.34E-09
537,0,13,0,0,9.67E-33
538,0,4,0,0,327
539,0.05,2,0,0,327
540,0,0,0,0,327
541,0,0,0,0,66
542,0,0,0,0,221
543,0.05,0,0,0,221
544,0,0,0,0,221
545,0,0,0,0,221
546,0,0,0,0,221
547,0,0,0,0,956
548,0,0,0,0,956
549,0.05,0,0,0,956
550,0.05,0,0,0,956
551,0,0,0,0,8.13E-12
552,0,1,0,0,5.51E-197
553,0.15,0,0,0,1.23E-90
554,0.15,0,0,0,3.94E-57
555,0,0,0,0,7.66E-25
556,0,0,0,0,26.0130447
557,0,0,0,0,728
558,0.05,0,0,0,342
559,0.15,0,0,0,29.34505232
560,0.05,0,0,0,6.16E-19
561,0.05,0,0,0,1.84E-37
562,0,0,0,0,1.79E-47
563,0.05,0,0,0,6.22E-15
564,0,0,0,0,56
565,0.05,0,0,0,56
566,0.05,0,0,0,56
567,0.05,0,0,0,56
568,0.05,0,0,0,19.22299077
569,0.05,0,0,0,6.17E-07
570,0,0,0,0,3.48E-16
571,0,0,0,0,1.45E-24
572,0,0,0,0,4.26E-32
573,0,0,0,0,3.36E-45
574,0,0,0,0,1.25E-28
575,0,0,0,0,1.24E-24
576,0,0,0,0,7.22E-10
577,0.05,0,0,0,325
578,0,0,0,0,42
579,0,0,0,0,42
580,0,0,0,0,260
581,0.05,0,0,0,2.09E-08
582,0,18,0,0,1.41E-13
583,0,9,0,0,327
584,0.05,2,0,0,327
585,0.05,0,0,0,327
586,0,0,0,0,989
587,0,0,0,0,433
588,0.05,5,0,0,433
589,0,5,0,0,433
590,0,15,0,0,7.27E-23
591,0,22,0,0,1.39E-42
592,0,0,0,0,367
593,0,0,0,0,221
594,0,0,0,0,956
595,0.05,0,0,0,956
596,0,0,0,0,1.19E-08
597,0.05,0,0,0,2.09E-100
598,0.15,0,0,0,1.25E-60
599,0.15,0,0,0,2.86E-30
600,0.05,0,0,0,160
601,0,0,0,0,160
602,0,0,0,0,728
603,0,0,0,0,1223
604,0.15,0,0,0,2.11E-07
605,0,0,0,0,1.15E-38
606,0,0,0,0,8.10E-30
607,0,0,0,0,4.16E-26
608,0,0,0,0,8.60E-28
609,0,0,0,0,3.77E-38
610,0,0,0,0,1.60E-40
611,0,0,0,0,5.91E-33
612,0,0,0,0,3.49E-17
613,0,0,0,0,0.002478406
614,0.05,0,0,0,56
615,0.05,0,0,0,56
616,0.05,0,0,0,325
617,0.05,0,0,0,325
618,0,0,0,0,260
619,0.05,0,0,0,260
620,0,0,0,0,3.18E-18
621,0,0,0,0,2.22E-05
622,0,7,0,0,9.70E-08
623,0,8,0,0,2.63E-32
624,0,6,0,0,327
625,0.05,0,0,0,327
626,0,0,0,0,327
627,0,0,0,0,327
628,0,0,0,0,433
629,0,7,0,0,433
630,0,18,0,0,2.56E-05
631,0,31,0,0,2.99E-42
632,0.05,0,0,0,220
633,0,0,0,0,220
634,0,0,0,0,956
635,0.05,0,0,0,956
636,0,0,0,0,4.68E-12
637,0,0,0,0,260
638,0.05,0,0,0,260
639,0.05,0,0,0,260
640,0.05,0,0,0,260
641,0,0,0,0,7.96E-29
642,0,6,0,0,194
643,0,0,0,0,194
644,0.05,0,0,0,3.23E-06
645,0.05,0,0,0,194
646,0,0,0,0,194
647,0,0,0,0,3.990504031
648,0.05,0,0,0,220
649,0.05,0,0,0,2.07320878
650,0.05,0,0,0,220
651,0,0,0,0,956
652,0.05,0,0,0,956
653,0,0,0,0,1.38E-23
654,0,1,0,0,2.99E-119
655,0.05,0,0,0,8.70E-95
656,0.35,0,0,0,1.42E-58
657,0.35,0,0,0,1.31E-26
658,0.15,0,0,0,728
659,0,0,0,0,728
660,0.05,0,0,0,1223
661,0.05,0,0,0,1223
662,0,0,0,0,1.64E-15
663,0,0,0,0,2.99E-35
664,0,0,0,0,0.00257667
665,0,0,0,0,1826
666,0,0,0,0,1826
667,0.05,0,0,0,56
668,0.05,0,0,0,56
669,0,0,0,0,56
670,0,0,0,0,260
671,0,0,0,0,260
672,0,0,0,0,260
673,0.05,0,0,0,260
674,0,0,0,0,3.69E-29
675,0,16,0,0,3.25E-35
676,0,6,0,0,2.60E-34
677,0,1,0,0,9.04E-20
678,0.05,0,0,0,194
679,0,0,0,0,194
680,0,6,0,0,433
681,0,12,0,0,9.69E-31
682,0,34,0,0,1.13E-60
683,0,0,0,0,5.82E-13
684,0.05,0,0,0,220
685,0.05,0,0,0,220
686,0,0,0,0,220
687,0,0,0,0,220
688,0,0,0,0,956
689,0.05,0,0,0,956
690,0.05,1,0,0,2.18E-86
691,0.05,1,0,0,3.23E-59
692,0.35,0,0,0,8.74E-34
693,0.15,0,0,0,3.162345096
694,0.15,0,0,0,262
695,0,0,0,0,728
696,0,0,0,0,1223
697,0,0,0,0,1223
698,0,0,1,0,1223
699,0.05,0,0,0,2.34E-05
700,0,0,0,0,6.05E-25
701,0,0,0,0,1.12E-19
702,0,0,0,0,7.31E-17
703,0,0,0,0,1826
704,0,0,0,0,1826
705,0,0,0,0,1826
706,0,0,0,0,50
707,0,0,0,0,50
708,0,0,0,0,171
709,0.05,0,0,0,260
710,0.05,0,0,0,260
711,0.05,0,0,0,260
712,0.05,0,0,0,260
713,0,0,0,0,1.17E-12
714,0,9,0,0,3.49E-63
715,0,2,0,0,9.39E-20
716,0.05,1,0,0,194
717,0,0,0,0,194
718,0,1,0,0,7548
719,0,7,0,0,3.63E-08
720,0,18,0,0,1.33E-19
721,0,17,0,0,3.08E-46
722,0,0,0,0,435
723,0.05,0,0,0,435
724,0.05,0,0,0,435
725,0.05,0,0,0,220
726,0,0,0,0,956
727,0.05,0,0,0,1.75E-05
728,0.05,1,0,0,6.44E-62
729,0.35,0,0,0,1.57E-25
730,0.35,0,0,0,1.306070624
731,0.15,0,0,0,262
732,0,0,0,0,262
733,0.05,0,0,0,1223
734,0.05,0,0,0,0.456312287
735,0,0,0,0,8.32E-17
736,0,0,0,0,2.31E-22
737,0,0,0,0,5.880545131
738,0.05,0,0,0,354
739,0,0,0,0,354
740,0.05,0,0,0,1826
741,0.05,0,0,0,1826
742,0.05,0,0,0,1826
743,0.05,0,0,0,4.56E-05
744,0.05,0,0,0,50
745,0,0,0,0,50
746,0,0,0,0,50
747,0,0,0,0,171
748,0.05,0,0,0,171
749,0.05,0,0,0,2.63E-08
750,0,2,0,0,1.42E-25
751,0,0,0,0,3.09E-09
752,0.05,0,0,0,5.31E-10
753,0,5,0,0,5.11E-39
754,0,7,0,0,2.24E-28
755,0.05,6,0,0,194
756,0,1,0,0,194
757,0,0,0,0,226
758,0,0,0,0,181
759,0,0,0,0,7548
760,0,0,0,0,7548
761,0,0,0,0,7548
762,0,4,0,0,1.32E-33
763,0,0,0,0,4.92E-77
764,0,0,0,0,435
765,0.05,0,0,0,435
766,0,0,0,0,435
767,0,0,0,0,435
768,0,0,0,0,220
769,0.05,0,0,0,956
770,0,0,0,0,3.46E-37
771,0,0,0,0,6.38E-132
772,0,0,0,0,2.13E-90
773,0.05,0,0,0,1.09E-48
774,0.35,0,0,0,2.14E-07
775,0.15,0,0,0,262
776,0,0,0,0,262
777,0,0,0,0,443
778,0,0,0,0,1223
779,0.05,2,0,0,7.31E-06
780,0,0,0,0,5.09E-38
781,0,0,0,0,2.01E-28
782,0,0,0,0,354
783,0,0,0,0,354
784,0,0,0,0,354
785,0.05,0,0,0,1826
786,0.05,0,0,0,1826
787,0.05,0,0,0,4.82E-15
788,0.05,0,0,0,50
789,0.05,0,0,0,171
790,0,0,0,0,171
791,0,0,0,0,171
792,0,0,0,0,171
793,0.05,0,0,0,171
794,0,0,0,0,171
795,0,2,0,0,1.42E-10
796,0,14,0,0,1826
797,0,5,0,0,1826
798,0,2,0,0,1826
799,0,3,0,0,52.52079177
800,0,3,0,0,6.12E-25
801,0,9,0,0,9.09E-20
802,0.05,3,0,0,1.300564185
803,0,1,0,0,226
804,0.05,0,0,0,226
805,0,0,0,0,226
806,0,0,0,0,539
807,0,0,0,0,539
808,0,0,0,0,7548
809,0,0,0,0,7548
810,0,0,0,0,7548
811,0,0,0,0,1.18E-33
812,0,0,0,0,4.67E-77
813,0.05,0,0,0,3.68E-121
814,0.05,0,0,0,1.70E-78
815,0.35,0,0,0,4.52E-36
816,0.15,0,0,0,159
817,0,0,0,0,170
818,0,0,0,0,545
819,0,1,0,0,443
820,0,1,0,0,443
821,0.05,5,0,0,5.04E-06
822,0,15,0,0,1.61E-18
823,0,23,0,0,5.58E-31
824,0,0,0,0,5.61E-05
825,0.05,0,0,0,354
826,0,0,0,0,354
827,0,0,0,0,1826
828,0,0,0,0,1826
829,0,0,0,0,1826
830,0.05,0,0,0,5.69E-14
831,0,0,0,0,7.08E-32
832,0,0,0,0,2.23E-12
833,0,0,0,0,0.59347851
834,0.05,0,0,0,171
835,0.05,0,0,0,171
836,0,4,0,0,0.008143409
837,0,7,0,0,1.66E-22
838,0,25,0,0,5.91E-15
839,0,0,0,0,1826
840,0,0,0,0,1826
841,0,0,0,0,1826
842,0,0,0,0,1826
843,0,0,0,0,8.66E-17
844,0,17,0,0,9.40E-14
845,0.05,0,0,0,226
846,0,0,0,0,226
847,0,0,0,0,226
848,0,0,0,0,539
849,0,0,0,0,539
850,0,0,0,0,539
851,0,0,0,0,539
852,0,0,0,0,419
853,0,0,0,0,7548
854,0,0,0,0,7548
855,0,0,0,0,1.29E-07
856,0,0,0,0,6.59E-48
857,0,0,0,0,6.16E-89
858,0,0,0,0,6.09E-08
859,0.15,0,0,0,435
860,0,0,0,0,435
861,0,0,0,0,475
862,0.05,0,0,0,475
863,0.05,0,0,0,0.000183165
864,0.05,0,0,0,3.84E-26
865,0.05,0,0,0,1.82E-22
866,0,0,0,0,3.33E-155
867,0.05,0,0,0,2.00E-112
868,0.35,2,0,0,1.97E-70
869,0.35,0,0,0,2.14E-31
870,0.15,0,0,0,159
871,0,0,0,0,170
872,0,0,0,0,545
873,0.05,4,0,0,545
874,0.05,5,0,0,7.54E-15
875,0,18,0,0,7.42E-15
876,0,36,0,0,4.22E-39
877,0,5,0,0,354
878,0,0,0,0,354
879,0,0,0,0,1826
880,0,0,0,0,1826
881,0.05,0,0,0,1826
882,0,0,0,0,0.01078869
883,0,3,0,0,4.01E-46
884,0,6,0,0,8.02E-26
885,0,2,0,0,1.74E-26
886,0,11,0,0,3.03E-46
887,0,16,0,0,1.53E-14
888,0,0,0,0,1826
889,0,0,0,0,1826
890,0,0,0,0,1826
891,0,0,0,0,1826
892,0,4,0,0,1.86E-18
893,0.05,1,0,0,226
894,0,0,0,0,226
895,0,0,0,0,226
896,0,0,1,0,226
897,0,0,0,0,226
898,0.05,0,0,0,539
899,0,0,0,0,539
900,0,0,0,0,539
901,0,0,0,0,505
902,0,0,0,0,505
903,0,0,0,0,419
904,0,0,0,0,685
905,0,0,0,0,933
906,0,0,0,0,933
907,0,0,0,0,933
908,0,0,0,0,442
909,0,0,0,0,442
910,0,0,0,0,7548
911,0,0,1,0,7548
912,0,0,0,0,7548
913,0,0,0,0,21.37320226
914,0,0,0,0,368
915,0,0,0,0,6.47E-14
916,0,0,0,0,2.39E-44
917,0,0,0,0,1.28E-77
918,0,0,0,0,1.78E-33
919,0.15,0,0,0,384
920,0.15,0,0,0,384
921,0,0,0,0,264
922,0,0,0,0,264
